"", "case","response","order","id","age","male","edu","action","intention","contact","story","action2"
"1","cfaqu",4,2,"96;434",14,0,"Middle School",0,0,1,"aqu",1
"4211","fkcar",7,27,"97;264",57,1,"Master's Degree",1,0,0,"car",1
"4212","fkspe",7,19,"97;264",57,1,"Master's Degree",1,0,0,"spe",1
"4213","fkswi",7,14,"97;264",57,1,"Master's Degree",1,0,0,"swi",1
"4214","flboa",7,3,"97;264",57,1,"Master's Degree",0,0,0,"boa",0
"4215","flcar",7,18,"97;264",57,1,"Master's Degree",0,0,0,"car",0
"4216","flche",7,15,"97;264",57,1,"Master's Degree",0,0,0,"che",0
"4217","flsha",7,30,"97;264",57,1,"Master's Degree",0,0,0,"sha",0
"4218","flswi",7,5,"97;264",57,1,"Master's Degree",0,0,0,"swi",0
"4219","ikbox",7,1,"97;264",57,1,"Master's Degree",1,1,0,"box",1
"4220","ikbur",7,13,"97;264",57,1,"Master's Degree",1,1,0,"bur",1
"4221","ikpon",7,20,"97;264",57,1,"Master's Degree",1,1,0,"pon",1
"4222","ikshi",7,17,"97;264",57,1,"Master's Degree",1,1,0,"shi",1
"4223","ikspe",7,28,"97;264",57,1,"Master's Degree",1,1,0,"spe",1
"4224","ilbox",7,10,"97;264",57,1,"Master's Degree",0,1,0,"box",0
"4225","ilche",7,6,"97;264",57,1,"Master's Degree",0,1,0,"che",0
"4226","ilpon",7,11,"97;264",57,1,"Master's Degree",0,1,0,"pon",0
"4227","ilsha",7,21,"97;264",57,1,"Master's Degree",0,1,0,"sha",0
"4228","ilshi",7,26,"97;264",57,1,"Master's Degree",0,1,0,"shi",0
"4229","ilswi",7,24,"97;264",57,1,"Master's Degree",0,1,0,"swi",0
"4230","nfrub",7,7,"97;264",57,1,"Master's Degree",1,0,0,"rub",1
"4231","cfaqu",5,2,"97;270",36,0,"Master's Degree",0,0,1,"aqu",1
"4232","cfbur",5,31,"97;270",36,0,"Master's Degree",0,0,1,"bur",1
"4233","cfrub",5,16,"97;270",36,0,"Master's Degree",0,0,1,"rub",1
"4234","cibox",4,32,"97;270",36,0,"Master's Degree",0,1,1,"box",1
"4235","cibur",5,4,"97;270",36,0,"Master's Degree",0,1,1,"bur",1
"4236","cispe",3,9,"97;270",36,0,"Master's Degree",0,1,1,"spe",1
"4237","fkaqu",5,29,"97;270",36,0,"Master's Degree",1,0,0,"aqu",1
"4238","fkboa",4,12,"97;270",36,0,"Master's Degree",1,0,0,"boa",1
"4239","fkbox",5,23,"97;270",36,0,"Master's Degree",1,0,0,"box",1
"4240","fkbur",5,22,"97;270",36,0,"Master's Degree",1,0,0,"bur",1
"4241","fkcar",5,27,"97;270",36,0,"Master's Degree",1,0,0,"car",1
"4242","fkspe",5,19,"97;270",36,0,"Master's Degree",1,0,0,"spe",1
"4243","fkswi",5,14,"97;270",36,0,"Master's Degree",1,0,0,"swi",1
"4244","flboa",5,3,"97;270",36,0,"Master's Degree",0,0,0,"boa",0
"4245","flcar",5,18,"97;270",36,0,"Master's Degree",0,0,0,"car",0
"4246","flche",5,15,"97;270",36,0,"Master's Degree",0,0,0,"che",0
"4247","flsha",5,30,"97;270",36,0,"Master's Degree",0,0,0,"sha",0
"4248","flswi",5,5,"97;270",36,0,"Master's Degree",0,0,0,"swi",0
"4249","ikbox",5,1,"97;270",36,0,"Master's Degree",1,1,0,"box",1
"4250","ikbur",5,13,"97;270",36,0,"Master's Degree",1,1,0,"bur",1
"4251","ikpon",3,20,"97;270",36,0,"Master's Degree",1,1,0,"pon",1
"4252","ikshi",5,17,"97;270",36,0,"Master's Degree",1,1,0,"shi",1
"4253","ikspe",5,28,"97;270",36,0,"Master's Degree",1,1,0,"spe",1
"4254","ilbox",2,10,"97;270",36,0,"Master's Degree",0,1,0,"box",0
"4255","ilche",5,6,"97;270",36,0,"Master's Degree",0,1,0,"che",0
"4256","ilpon",4,11,"97;270",36,0,"Master's Degree",0,1,0,"pon",0
"4257","ilsha",4,21,"97;270",36,0,"Master's Degree",0,1,0,"sha",0
"4258","ilshi",6,26,"97;270",36,0,"Master's Degree",0,1,0,"shi",0
"4259","ilswi",5,24,"97;270",36,0,"Master's Degree",0,1,0,"swi",0
"4260","nfrub",5,7,"97;270",36,0,"Master's Degree",1,0,0,"rub",1
"4261","cfaqu",2,13,"97;281",20,1,"Some College",0,0,1,"aqu",1
"4262","cfbur",1,1,"97;281",20,1,"Some College",0,0,1,"bur",1
"4263","cfrub",2,26,"97;281",20,1,"Some College",0,0,1,"rub",1
"4264","cibox",1,21,"97;281",20,1,"Some College",0,1,1,"box",1
"4265","cibur",1,10,"97;281",20,1,"Some College",0,1,1,"bur",1
"4266","cispe",1,6,"97;281",20,1,"Some College",0,1,1,"spe",1
"4267","fkaqu",1,4,"97;281",20,1,"Some College",1,0,0,"aqu",1
"4268","fkboa",4,22,"97;281",20,1,"Some College",1,0,0,"boa",1
"4269","fkbox",1,11,"97;281",20,1,"Some College",1,0,0,"box",1
"4270","fkbur",4,19,"97;281",20,1,"Some College",1,0,0,"bur",1
"4271","fkcar",2,3,"97;281",20,1,"Some College",1,0,0,"car",1
"4272","fkspe",1,24,"97;281",20,1,"Some College",1,0,0,"spe",1
"4273","fkswi",2,8,"97;281",20,1,"Some College",1,0,0,"swi",1
"4274","flboa",1,31,"97;281",20,1,"Some College",0,0,0,"boa",0
"4275","flcar",1,12,"97;281",20,1,"Some College",0,0,0,"car",0
"4276","flche",2,29,"97;281",20,1,"Some College",0,0,0,"che",0
"4277","flsha",1,5,"97;281",20,1,"Some College",0,0,0,"sha",0
"4278","flswi",1,27,"97;281",20,1,"Some College",0,0,0,"swi",0
"4279","ikbox",1,30,"97;281",20,1,"Some College",1,1,0,"box",1
"4280","ikbur",1,28,"97;281",20,1,"Some College",1,1,0,"bur",1
"4281","ikpon",1,32,"97;281",20,1,"Some College",1,1,0,"pon",1
"4282","ikshi",1,16,"97;281",20,1,"Some College",1,1,0,"shi",1
"4283","ikspe",1,14,"97;281",20,1,"Some College",1,1,0,"spe",1
"4284","ilbox",1,2,"97;281",20,1,"Some College",0,1,0,"box",0
"4285","ilche",4,20,"97;281",20,1,"Some College",0,1,0,"che",0
"4286","ilpon",4,23,"97;281",20,1,"Some College",0,1,0,"pon",0
"4287","ilsha",1,15,"97;281",20,1,"Some College",0,1,0,"sha",0
"4288","ilshi",1,7,"97;281",20,1,"Some College",0,1,0,"shi",0
"4289","ilswi",1,18,"97;281",20,1,"Some College",0,1,0,"swi",0
"4290","nfrub",1,17,"97;281",20,1,"Some College",1,0,0,"rub",1
"4291","cfaqu",1,20,"97;284",47,0,"High School Graduate",0,0,1,"aqu",1
"4292","cfbur",1,32,"97;284",47,0,"High School Graduate",0,0,1,"bur",1
"4293","cfrub",1,7,"97;284",47,0,"High School Graduate",0,0,1,"rub",1
"4294","cibox",1,12,"97;284",47,0,"High School Graduate",0,1,1,"box",1
"4295","cibur",1,23,"97;284",47,0,"High School Graduate",0,1,1,"bur",1
"4296","cispe",1,27,"97;284",47,0,"High School Graduate",0,1,1,"spe",1
"4297","fkaqu",1,29,"97;284",47,0,"High School Graduate",1,0,0,"aqu",1
"4298","fkboa",1,11,"97;284",47,0,"High School Graduate",1,0,0,"boa",1
"4299","fkbox",1,22,"97;284",47,0,"High School Graduate",1,0,0,"box",1
"4300","fkbur",1,14,"97;284",47,0,"High School Graduate",1,0,0,"bur",1
"4301","fkcar",4,30,"97;284",47,0,"High School Graduate",1,0,0,"car",1
"4302","fkspe",1,9,"97;284",47,0,"High School Graduate",1,0,0,"spe",1
"4303","fkswi",1,25,"97;284",47,0,"High School Graduate",1,0,0,"swi",1
"4304","flboa",4,2,"97;284",47,0,"High School Graduate",0,0,0,"boa",0
"4305","flcar",7,21,"97;284",47,0,"High School Graduate",0,0,0,"car",0
"4306","flche",3,4,"97;284",47,0,"High School Graduate",0,0,0,"che",0
"4307","flsha",4,28,"97;284",47,0,"High School Graduate",0,0,0,"sha",0
"4308","flswi",3,6,"97;284",47,0,"High School Graduate",0,0,0,"swi",0
"4309","ikbox",1,3,"97;284",47,0,"High School Graduate",1,1,0,"box",1
"4310","ikbur",1,5,"97;284",47,0,"High School Graduate",1,1,0,"bur",1
"4311","ikpon",1,1,"97;284",47,0,"High School Graduate",1,1,0,"pon",1
"4312","ikshi",1,17,"97;284",47,0,"High School Graduate",1,1,0,"shi",1
"4313","ikspe",1,19,"97;284",47,0,"High School Graduate",1,1,0,"spe",1
"4314","ilbox",4,31,"97;284",47,0,"High School Graduate",0,1,0,"box",0
"4315","ilche",4,13,"97;284",47,0,"High School Graduate",0,1,0,"che",0
"4316","ilpon",2,10,"97;284",47,0,"High School Graduate",0,1,0,"pon",0
"4317","ilsha",2,18,"97;284",47,0,"High School Graduate",0,1,0,"sha",0
"4318","ilshi",4,26,"97;284",47,0,"High School Graduate",0,1,0,"shi",0
"4319","ilswi",4,15,"97;284",47,0,"High School Graduate",0,1,0,"swi",0
"4320","nfrub",1,16,"97;284",47,0,"High School Graduate",1,0,0,"rub",1
"4321","cfaqu",7,20,"97;287",72,1,"Bachelor's Degree",0,0,1,"aqu",1
"4322","cfbur",7,32,"97;287",72,1,"Bachelor's Degree",0,0,1,"bur",1
"4323","cfrub",5,7,"97;287",72,1,"Bachelor's Degree",0,0,1,"rub",1
"4324","cibox",7,12,"97;287",72,1,"Bachelor's Degree",0,1,1,"box",1
"4325","cibur",7,23,"97;287",72,1,"Bachelor's Degree",0,1,1,"bur",1
"4326","cispe",7,27,"97;287",72,1,"Bachelor's Degree",0,1,1,"spe",1
"4327","fkaqu",7,29,"97;287",72,1,"Bachelor's Degree",1,0,0,"aqu",1
"4328","fkboa",7,11,"97;287",72,1,"Bachelor's Degree",1,0,0,"boa",1
"4329","fkbox",7,22,"97;287",72,1,"Bachelor's Degree",1,0,0,"box",1
"4330","fkbur",7,14,"97;287",72,1,"Bachelor's Degree",1,0,0,"bur",1
"4331","fkcar",7,30,"97;287",72,1,"Bachelor's Degree",1,0,0,"car",1
"4332","fkspe",7,9,"97;287",72,1,"Bachelor's Degree",1,0,0,"spe",1
"4333","fkswi",7,25,"97;287",72,1,"Bachelor's Degree",1,0,0,"swi",1
"4334","flboa",7,2,"97;287",72,1,"Bachelor's Degree",0,0,0,"boa",0
"4335","flcar",7,21,"97;287",72,1,"Bachelor's Degree",0,0,0,"car",0
"4336","flche",7,4,"97;287",72,1,"Bachelor's Degree",0,0,0,"che",0
"4337","flsha",7,28,"97;287",72,1,"Bachelor's Degree",0,0,0,"sha",0
"4338","flswi",7,6,"97;287",72,1,"Bachelor's Degree",0,0,0,"swi",0
"4339","ikbox",6,3,"97;287",72,1,"Bachelor's Degree",1,1,0,"box",1
"4340","ikbur",7,5,"97;287",72,1,"Bachelor's Degree",1,1,0,"bur",1
"4341","ikpon",4,1,"97;287",72,1,"Bachelor's Degree",1,1,0,"pon",1
"4342","ikshi",7,17,"97;287",72,1,"Bachelor's Degree",1,1,0,"shi",1
"4343","ikspe",7,19,"97;287",72,1,"Bachelor's Degree",1,1,0,"spe",1
"4344","ilbox",7,31,"97;287",72,1,"Bachelor's Degree",0,1,0,"box",0
"4345","ilche",7,13,"97;287",72,1,"Bachelor's Degree",0,1,0,"che",0
"4346","ilpon",7,10,"97;287",72,1,"Bachelor's Degree",0,1,0,"pon",0
"4347","ilsha",7,18,"97;287",72,1,"Bachelor's Degree",0,1,0,"sha",0
"4348","ilshi",7,26,"97;287",72,1,"Bachelor's Degree",0,1,0,"shi",0
"4349","ilswi",7,15,"97;287",72,1,"Bachelor's Degree",0,1,0,"swi",0
"4350","nfrub",7,16,"97;287",72,1,"Bachelor's Degree",1,0,0,"rub",1
"4351","cfaqu",3,31,"97;291",60,1,"Bachelor's Degree",0,0,1,"aqu",1
"4352","cfbur",3,2,"97;291",60,1,"Bachelor's Degree",0,0,1,"bur",1
"4353","cfrub",4,17,"97;291",60,1,"Bachelor's Degree",0,0,1,"rub",1
"4354","cibox",3,1,"97;291",60,1,"Bachelor's Degree",0,1,1,"box",1
"4355","cibur",2,29,"97;291",60,1,"Bachelor's Degree",0,1,1,"bur",1
"4356","cispe",2,24,"97;291",60,1,"Bachelor's Degree",0,1,1,"spe",1
"4357","fkaqu",4,4,"97;291",60,1,"Bachelor's Degree",1,0,0,"aqu",1
"4358","fkboa",5,21,"97;291",60,1,"Bachelor's Degree",1,0,0,"boa",1
"4359","fkbox",4,10,"97;291",60,1,"Bachelor's Degree",1,0,0,"box",1
"4360","fkbur",3,11,"97;291",60,1,"Bachelor's Degree",1,0,0,"bur",1
"4361","fkcar",3,6,"97;291",60,1,"Bachelor's Degree",1,0,0,"car",1
"4362","fkspe",4,14,"97;291",60,1,"Bachelor's Degree",1,0,0,"spe",1
"4363","fkswi",3,19,"97;291",60,1,"Bachelor's Degree",1,0,0,"swi",1
"4364","flboa",4,30,"97;291",60,1,"Bachelor's Degree",0,0,0,"boa",0
"4365","flcar",4,15,"97;291",60,1,"Bachelor's Degree",0,0,0,"car",0
"4366","flche",5,18,"97;291",60,1,"Bachelor's Degree",0,0,0,"che",0
"4367","flsha",5,3,"97;291",60,1,"Bachelor's Degree",0,0,0,"sha",0
"4368","flswi",3,28,"97;291",60,1,"Bachelor's Degree",0,0,0,"swi",0
"4369","ikbox",1,32,"97;291",60,1,"Bachelor's Degree",1,1,0,"box",1
"4370","ikbur",3,20,"97;291",60,1,"Bachelor's Degree",1,1,0,"bur",1
"4371","ikpon",1,13,"97;291",60,1,"Bachelor's Degree",1,1,0,"pon",1
"4372","ikshi",2,16,"97;291",60,1,"Bachelor's Degree",1,1,0,"shi",1
"4373","ikspe",4,5,"97;291",60,1,"Bachelor's Degree",1,1,0,"spe",1
"4374","ilbox",4,23,"97;291",60,1,"Bachelor's Degree",0,1,0,"box",0
"4375","ilche",3,27,"97;291",60,1,"Bachelor's Degree",0,1,0,"che",0
"4376","ilpon",4,22,"97;291",60,1,"Bachelor's Degree",0,1,0,"pon",0
"4377","ilsha",4,12,"97;291",60,1,"Bachelor's Degree",0,1,0,"sha",0
"4378","ilshi",4,7,"97;291",60,1,"Bachelor's Degree",0,1,0,"shi",0
"4379","ilswi",3,9,"97;291",60,1,"Bachelor's Degree",0,1,0,"swi",0
"4380","nfrub",3,26,"97;291",60,1,"Bachelor's Degree",1,0,0,"rub",1
"4381","cfaqu",7,20,"97;298",58,0,"Bachelor's Degree",0,0,1,"aqu",1
"4382","cfbur",7,32,"97;298",58,0,"Bachelor's Degree",0,0,1,"bur",1
"4383","cfrub",7,7,"97;298",58,0,"Bachelor's Degree",0,0,1,"rub",1
"4384","cibox",1,12,"97;298",58,0,"Bachelor's Degree",0,1,1,"box",1
"4385","cibur",7,23,"97;298",58,0,"Bachelor's Degree",0,1,1,"bur",1
"4386","cispe",1,27,"97;298",58,0,"Bachelor's Degree",0,1,1,"spe",1
"4387","fkaqu",7,29,"97;298",58,0,"Bachelor's Degree",1,0,0,"aqu",1
"4388","fkboa",7,11,"97;298",58,0,"Bachelor's Degree",1,0,0,"boa",1
"4389","fkbox",7,22,"97;298",58,0,"Bachelor's Degree",1,0,0,"box",1
"4390","fkbur",7,14,"97;298",58,0,"Bachelor's Degree",1,0,0,"bur",1
"4391","fkcar",7,30,"97;298",58,0,"Bachelor's Degree",1,0,0,"car",1
"4392","fkspe",7,9,"97;298",58,0,"Bachelor's Degree",1,0,0,"spe",1
"4393","fkswi",7,25,"97;298",58,0,"Bachelor's Degree",1,0,0,"swi",1
"4394","flboa",1,2,"97;298",58,0,"Bachelor's Degree",0,0,0,"boa",0
"4395","flcar",7,21,"97;298",58,0,"Bachelor's Degree",0,0,0,"car",0
"4396","flche",7,4,"97;298",58,0,"Bachelor's Degree",0,0,0,"che",0
"4397","flsha",7,28,"97;298",58,0,"Bachelor's Degree",0,0,0,"sha",0
"4398","flswi",7,6,"97;298",58,0,"Bachelor's Degree",0,0,0,"swi",0
"4399","ikbox",7,3,"97;298",58,0,"Bachelor's Degree",1,1,0,"box",1
"4400","ikbur",7,5,"97;298",58,0,"Bachelor's Degree",1,1,0,"bur",1
"4401","ikpon",7,1,"97;298",58,0,"Bachelor's Degree",1,1,0,"pon",1
"4402","ikshi",7,17,"97;298",58,0,"Bachelor's Degree",1,1,0,"shi",1
"4403","ikspe",7,19,"97;298",58,0,"Bachelor's Degree",1,1,0,"spe",1
"4404","ilbox",7,31,"97;298",58,0,"Bachelor's Degree",0,1,0,"box",0
"4405","ilche",7,13,"97;298",58,0,"Bachelor's Degree",0,1,0,"che",0
"4406","ilpon",7,10,"97;298",58,0,"Bachelor's Degree",0,1,0,"pon",0
"4407","ilsha",7,18,"97;298",58,0,"Bachelor's Degree",0,1,0,"sha",0
"4408","ilshi",7,26,"97;298",58,0,"Bachelor's Degree",0,1,0,"shi",0
"4409","ilswi",7,15,"97;298",58,0,"Bachelor's Degree",0,1,0,"swi",0
"4410","nfrub",7,16,"97;298",58,0,"Bachelor's Degree",1,0,0,"rub",1
"4411","cfaqu",7,2,"97;304",18,1,"High School Graduate",0,0,1,"aqu",1
"4412","cfbur",7,31,"97;304",18,1,"High School Graduate",0,0,1,"bur",1
"4413","cfrub",7,16,"97;304",18,1,"High School Graduate",0,0,1,"rub",1
"4414","cibox",4,32,"97;304",18,1,"High School Graduate",0,1,1,"box",1
"4415","cibur",6,4,"97;304",18,1,"High School Graduate",0,1,1,"bur",1
"4416","cispe",3,9,"97;304",18,1,"High School Graduate",0,1,1,"spe",1
"4417","fkaqu",7,29,"97;304",18,1,"High School Graduate",1,0,0,"aqu",1
"4418","fkboa",7,12,"97;304",18,1,"High School Graduate",1,0,0,"boa",1
"4419","fkbox",7,23,"97;304",18,1,"High School Graduate",1,0,0,"box",1
"4420","fkbur",7,22,"97;304",18,1,"High School Graduate",1,0,0,"bur",1
"4421","fkcar",7,27,"97;304",18,1,"High School Graduate",1,0,0,"car",1
"4422","fkspe",7,19,"97;304",18,1,"High School Graduate",1,0,0,"spe",1
"4423","fkswi",7,14,"97;304",18,1,"High School Graduate",1,0,0,"swi",1
"4424","flboa",7,3,"97;304",18,1,"High School Graduate",0,0,0,"boa",0
"4425","flcar",7,18,"97;304",18,1,"High School Graduate",0,0,0,"car",0
"4426","flche",7,15,"97;304",18,1,"High School Graduate",0,0,0,"che",0
"4427","flsha",7,30,"97;304",18,1,"High School Graduate",0,0,0,"sha",0
"4428","flswi",7,5,"97;304",18,1,"High School Graduate",0,0,0,"swi",0
"4429","ikbox",7,1,"97;304",18,1,"High School Graduate",1,1,0,"box",1
"4430","ikbur",7,13,"97;304",18,1,"High School Graduate",1,1,0,"bur",1
"4431","ikpon",4,20,"97;304",18,1,"High School Graduate",1,1,0,"pon",1
"4432","ikshi",7,17,"97;304",18,1,"High School Graduate",1,1,0,"shi",1
"4433","ikspe",6,28,"97;304",18,1,"High School Graduate",1,1,0,"spe",1
"4434","ilbox",7,10,"97;304",18,1,"High School Graduate",0,1,0,"box",0
"4435","ilche",7,6,"97;304",18,1,"High School Graduate",0,1,0,"che",0
"4436","ilpon",6,11,"97;304",18,1,"High School Graduate",0,1,0,"pon",0
"4437","ilsha",7,21,"97;304",18,1,"High School Graduate",0,1,0,"sha",0
"4438","ilshi",7,26,"97;304",18,1,"High School Graduate",0,1,0,"shi",0
"4439","ilswi",7,24,"97;304",18,1,"High School Graduate",0,1,0,"swi",0
"4440","nfrub",7,7,"97;304",18,1,"High School Graduate",1,0,0,"rub",1
"4441","cfaqu",4,13,"97;306",55,0,"Master's Degree",0,0,1,"aqu",1
"4442","cfbur",7,1,"97;306",55,0,"Master's Degree",0,0,1,"bur",1
"4443","cfrub",5,26,"97;306",55,0,"Master's Degree",0,0,1,"rub",1
"4444","cibox",4,21,"97;306",55,0,"Master's Degree",0,1,1,"box",1
"4445","cibur",6,10,"97;306",55,0,"Master's Degree",0,1,1,"bur",1
"4446","cispe",2,6,"97;306",55,0,"Master's Degree",0,1,1,"spe",1
"4447","fkaqu",5,4,"97;306",55,0,"Master's Degree",1,0,0,"aqu",1
"4448","fkboa",5,22,"97;306",55,0,"Master's Degree",1,0,0,"boa",1
"4449","fkbox",5,11,"97;306",55,0,"Master's Degree",1,0,0,"box",1
"4450","fkbur",5,19,"97;306",55,0,"Master's Degree",1,0,0,"bur",1
"4451","fkcar",6,3,"97;306",55,0,"Master's Degree",1,0,0,"car",1
"4452","fkspe",5,24,"97;306",55,0,"Master's Degree",1,0,0,"spe",1
"4453","fkswi",5,8,"97;306",55,0,"Master's Degree",1,0,0,"swi",1
"4454","flboa",5,31,"97;306",55,0,"Master's Degree",0,0,0,"boa",0
"4455","flcar",6,12,"97;306",55,0,"Master's Degree",0,0,0,"car",0
"4456","flche",4,29,"97;306",55,0,"Master's Degree",0,0,0,"che",0
"4457","flsha",3,5,"97;306",55,0,"Master's Degree",0,0,0,"sha",0
"4458","flswi",4,27,"97;306",55,0,"Master's Degree",0,0,0,"swi",0
"4459","ikbox",4,30,"97;306",55,0,"Master's Degree",1,1,0,"box",1
"4460","ikbur",5,28,"97;306",55,0,"Master's Degree",1,1,0,"bur",1
"4461","ikpon",3,32,"97;306",55,0,"Master's Degree",1,1,0,"pon",1
"4462","ikshi",4,16,"97;306",55,0,"Master's Degree",1,1,0,"shi",1
"4463","ikspe",3,14,"97;306",55,0,"Master's Degree",1,1,0,"spe",1
"4464","ilbox",5,2,"97;306",55,0,"Master's Degree",0,1,0,"box",0
"4465","ilche",4,20,"97;306",55,0,"Master's Degree",0,1,0,"che",0
"4466","ilpon",1,23,"97;306",55,0,"Master's Degree",0,1,0,"pon",0
"4467","ilsha",3,15,"97;306",55,0,"Master's Degree",0,1,0,"sha",0
"4468","ilshi",4,7,"97;306",55,0,"Master's Degree",0,1,0,"shi",0
"4469","ilswi",4,18,"97;306",55,0,"Master's Degree",0,1,0,"swi",0
"4470","nfrub",4,17,"97;306",55,0,"Master's Degree",1,0,0,"rub",1
"4471","cfaqu",5,31,"97;318",31,0,"High School Graduate",0,0,1,"aqu",1
"4472","cfbur",6,2,"97;318",31,0,"High School Graduate",0,0,1,"bur",1
"4473","cfrub",5,17,"97;318",31,0,"High School Graduate",0,0,1,"rub",1
"4474","cibox",2,1,"97;318",31,0,"High School Graduate",0,1,1,"box",1
"4475","cibur",2,29,"97;318",31,0,"High School Graduate",0,1,1,"bur",1
"4476","cispe",2,24,"97;318",31,0,"High School Graduate",0,1,1,"spe",1
"4477","fkaqu",6,4,"97;318",31,0,"High School Graduate",1,0,0,"aqu",1
"4478","fkboa",5,21,"97;318",31,0,"High School Graduate",1,0,0,"boa",1
"4479","fkbox",4,10,"97;318",31,0,"High School Graduate",1,0,0,"box",1
"4480","fkbur",5,11,"97;318",31,0,"High School Graduate",1,0,0,"bur",1
"4481","fkcar",5,6,"97;318",31,0,"High School Graduate",1,0,0,"car",1
"4482","fkspe",2,14,"97;318",31,0,"High School Graduate",1,0,0,"spe",1
"4483","fkswi",3,19,"97;318",31,0,"High School Graduate",1,0,0,"swi",1
"4484","flboa",6,30,"97;318",31,0,"High School Graduate",0,0,0,"boa",0
"4485","flcar",5,15,"97;318",31,0,"High School Graduate",0,0,0,"car",0
"4486","flche",5,18,"97;318",31,0,"High School Graduate",0,0,0,"che",0
"4487","flsha",5,3,"97;318",31,0,"High School Graduate",0,0,0,"sha",0
"4488","flswi",3,28,"97;318",31,0,"High School Graduate",0,0,0,"swi",0
"4489","ikbox",2,32,"97;318",31,0,"High School Graduate",1,1,0,"box",1
"4490","ikbur",3,20,"97;318",31,0,"High School Graduate",1,1,0,"bur",1
"4491","ikpon",3,13,"97;318",31,0,"High School Graduate",1,1,0,"pon",1
"4492","ikshi",3,16,"97;318",31,0,"High School Graduate",1,1,0,"shi",1
"4493","ikspe",2,5,"97;318",31,0,"High School Graduate",1,1,0,"spe",1
"4494","ilbox",5,23,"97;318",31,0,"High School Graduate",0,1,0,"box",0
"4495","ilche",2,27,"97;318",31,0,"High School Graduate",0,1,0,"che",0
"4496","ilpon",3,22,"97;318",31,0,"High School Graduate",0,1,0,"pon",0
"4497","ilsha",5,12,"97;318",31,0,"High School Graduate",0,1,0,"sha",0
"4498","ilshi",3,7,"97;318",31,0,"High School Graduate",0,1,0,"shi",0
"4499","ilswi",3,9,"97;318",31,0,"High School Graduate",0,1,0,"swi",0
"4500","nfrub",5,26,"97;318",31,0,"High School Graduate",1,0,0,"rub",1
"4501","cfaqu",4,13,"97;320",34,0,"Some College",0,0,1,"aqu",1
"4502","cfbur",7,1,"97;320",34,0,"Some College",0,0,1,"bur",1
"4503","cfrub",5,26,"97;320",34,0,"Some College",0,0,1,"rub",1
"4504","cibox",2,21,"97;320",34,0,"Some College",0,1,1,"box",1
"4505","cibur",6,10,"97;320",34,0,"Some College",0,1,1,"bur",1
"4506","cispe",1,6,"97;320",34,0,"Some College",0,1,1,"spe",1
"4507","fkaqu",5,4,"97;320",34,0,"Some College",1,0,0,"aqu",1
"4508","fkboa",4,22,"97;320",34,0,"Some College",1,0,0,"boa",1
"4509","fkbox",2,11,"97;320",34,0,"Some College",1,0,0,"box",1
"4510","fkbur",6,19,"97;320",34,0,"Some College",1,0,0,"bur",1
"4511","fkcar",2,3,"97;320",34,0,"Some College",1,0,0,"car",1
"4512","fkspe",2,24,"97;320",34,0,"Some College",1,0,0,"spe",1
"4513","fkswi",2,8,"97;320",34,0,"Some College",1,0,0,"swi",1
"4514","flboa",2,31,"97;320",34,0,"Some College",0,0,0,"boa",0
"4515","flcar",2,12,"97;320",34,0,"Some College",0,0,0,"car",0
"4516","flche",3,29,"97;320",34,0,"Some College",0,0,0,"che",0
"4517","flsha",2,5,"97;320",34,0,"Some College",0,0,0,"sha",0
"4518","flswi",2,27,"97;320",34,0,"Some College",0,0,0,"swi",0
"4519","ikbox",2,30,"97;320",34,0,"Some College",1,1,0,"box",1
"4520","ikbur",6,28,"97;320",34,0,"Some College",1,1,0,"bur",1
"4521","ikpon",2,32,"97;320",34,0,"Some College",1,1,0,"pon",1
"4522","ikshi",2,16,"97;320",34,0,"Some College",1,1,0,"shi",1
"4523","ikspe",2,14,"97;320",34,0,"Some College",1,1,0,"spe",1
"4524","ilbox",4,2,"97;320",34,0,"Some College",0,1,0,"box",0
"4525","ilche",2,20,"97;320",34,0,"Some College",0,1,0,"che",0
"4526","ilpon",2,23,"97;320",34,0,"Some College",0,1,0,"pon",0
"4527","ilsha",2,15,"97;320",34,0,"Some College",0,1,0,"sha",0
"4528","ilshi",6,7,"97;320",34,0,"Some College",0,1,0,"shi",0
"4529","ilswi",2,18,"97;320",34,0,"Some College",0,1,0,"swi",0
"4530","nfrub",5,17,"97;320",34,0,"Some College",1,0,0,"rub",1
"4531","cfaqu",6,20,"97;336",40,1,"Master's Degree",0,0,1,"aqu",1
"4532","cfbur",6,32,"97;336",40,1,"Master's Degree",0,0,1,"bur",1
"4533","cfrub",6,7,"97;336",40,1,"Master's Degree",0,0,1,"rub",1
"4534","cibox",5,12,"97;336",40,1,"Master's Degree",0,1,1,"box",1
"4535","cibur",5,23,"97;336",40,1,"Master's Degree",0,1,1,"bur",1
"4536","cispe",6,27,"97;336",40,1,"Master's Degree",0,1,1,"spe",1
"4537","fkaqu",6,29,"97;336",40,1,"Master's Degree",1,0,0,"aqu",1
"4538","fkboa",6,11,"97;336",40,1,"Master's Degree",1,0,0,"boa",1
"4539","fkbox",6,22,"97;336",40,1,"Master's Degree",1,0,0,"box",1
"4540","fkbur",6,14,"97;336",40,1,"Master's Degree",1,0,0,"bur",1
"4541","fkcar",6,30,"97;336",40,1,"Master's Degree",1,0,0,"car",1
"4542","fkspe",6,9,"97;336",40,1,"Master's Degree",1,0,0,"spe",1
"4543","fkswi",6,25,"97;336",40,1,"Master's Degree",1,0,0,"swi",1
